Acidity,Aftertaste,Aroma,Balance,Body,C1,C2,Clean.Cup,Country,Cupper.Points,Flavor,Grading,Harvest,Moisture,Owner,Species,Sweetness,Total.Cup.Points,Uniform.Cup,Uniformity
7.5,7.58,7.75,7.58,7.58,0,1,10.0,Brazil,7.5,7.67,"March 19th, 2012",2012,0.12,nucoffee,Arabica,10.0,83.17,,10.0
7.58,7.5,7.92,7.5,7.42,0,4,10.0,Brazil,7.67,7.58,"February 17th, 2012",2012,0.11,nucoffee,Arabica,10.0,83.17,,10.0
7.5,7.67,7.75,8.0,7.92,0,10,10.0,Guatemala,7.5,7.5,"February 1st, 2012",2012,0.0,felipe isaza,Arabica,9.33,83.17,,10.0
7.5,7.58,7.75,7.5,7.75,0,3,10.0,Brazil,7.58,7.5,"December 3rd, 2011",2011,0.12,nucoffee,Arabica,10.0,83.17,,10.0
7.5,7.67,7.58,7.58,7.67,0,2,10.0,Brazil,7.42,7.75,"October 28th, 2011",2011,0.02,nucoffee,Arabica,10.0,83.17,,10.0
8.08,8.17,7.42,7.58,7.17,0,3,9.33,El Salvador,7.58,7.83,"August 23rd, 2011",2010-2011,0.14,the coffee source inc.,Arabica,10.0,83.17,,10.0
8.08,7.67,7.75,7.92,7.83,0,0,9.33,Ethiopia,7.92,8.0,"June 16th, 2010",August to December,0.01,ethiopia commodity exchange,Arabica,9.33,83.17,,9.33
7.67,7.33,7.58,7.58,7.75,0,4,10.0,Colombia,7.5,7.67,"February 20th, 2017",2016,0.0,carcafe ltda ci,Arabica,10.0,83.08,,10.0
7.42,7.5,7.75,7.75,8.0,1,5,10.0,Colombia,7.17,7.5,"January 10th, 2017",2016,0.0,racafe & cia s.c.a,Arabica,10.0,83.08,,10.0
7.5,7.58,7.58,7.58,7.67,0,2,10.0,Brazil,7.58,7.58,"April 25th, 2016",2015,0.11,ipanema coffees,Arabica,10.0,83.08,,10.0
7.33,7.67,7.33,7.42,7.75,0,3,10.0,Brazil,7.92,7.67,"October 8th, 2015",2015/2016,0.0,ipanema coffees,Arabica,10.0,83.08,,10.0
7.83,7.5,7.83,7.25,7.67,0,0,10.0,Taiwan,7.75,7.92,"May 19th, 2015",2015,0.0,"lin, che-hao krude 林哲豪",Arabica,10.0,83.08,,9.33
7.5,7.58,7.42,7.67,7.75,0,13,10.0,Brazil,7.5,7.67,"April 20th, 2015",2015,0.11,bourbon specialty coffees,Arabica,10.0,83.08,,10.0
7.42,7.67,7.58,7.5,7.42,0,1,10.0,Brazil,7.67,7.83,"October 16th, 2014",2014/2015,0.0,ipanema coffees,Arabica,10.0,83.08,,10.0
7.67,7.5,7.83,7.67,7.58,0,3,10.0,Costa Rica,7.5,7.33,"July 15th, 2014",2014,0.1,eric thormaehlen,Arabica,10.0,83.08,,10.0
7.33,7.58,7.33,7.67,7.83,0,8,10.0,United States (Hawaii),7.58,7.75,"February 19th, 2014",2013,0.12,eileen koyanagi,Arabica,10.0,83.08,,10.0
7.5,7.5,7.75,7.5,7.5,0,0,10.0,Taiwan,7.58,7.75,"December 26th, 2013",2013/2014,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,83.08,,10.0
7.17,7.33,7.83,7.67,7.75,0,0,10.0,United States (Hawaii),7.5,7.83,"March 8th, 2013",2012,0.1,kona pacific farmers cooperative,Arabica,10.0,83.08,,10.0
7.75,7.42,7.75,7.5,7.5,0,1,10.0,Mexico,7.5,7.67,"June 6th, 2012",2012,0.1,maria luisa del carmen rojas narvaez,Arabica,10.0,83.08,,10.0
7.67,7.5,7.67,8.0,7.92,1,4,9.33,United States (Hawaii),8.08,7.58,"April 6th, 2012",2012,0.0,kona pacific farmers cooperative,Arabica,10.0,83.08,,9.33
7.92,7.58,7.33,7.58,7.67,0,0,10.0,United States (Hawaii),7.42,7.58,"February 23rd, 2012",2012,0.12,kona pacific farmers cooperative,Arabica,10.0,83.08,,10.0
7.58,7.33,7.33,8.08,7.25,0,0,10.0,Colombia,8.17,7.33,"July 29th, 2011",Mayo a Julio,0.01,racafe & cia s.c.a,Arabica,10.0,83.08,,10.0
7.25,7.33,7.83,7.92,7.42,1,3,10.0,Colombia,7.58,7.75,"February 22nd, 2011",47/2010,0.08,exportadora de cafe condor s.a,Arabica,10.0,83.08,,10.0
7.58,7.5,7.67,7.58,7.67,0,0,10.0,Indonesia,7.5,7.58,"November 29th, 2010",2010,0.0,specialty coffee association of indonesia,Arabica,10.0,83.08,,10.0
7.25,7.67,7.92,7.67,7.83,0,1,10.0,Guatemala,7.75,7.67,"November 11th, 2010",,0.02,chris finch,Arabica,10.0,83.08,,9.33
7.75,7.5,7.58,7.5,7.67,0,4,10.0,Brazil,7.5,7.5,"October 20th, 2017",2017 / 2018,0.0,ipanema coffees,Arabica,10.0,83.0,,10.0
7.67,7.58,7.5,7.5,7.58,0,5,10.0,Brazil,7.58,7.58,"August 16th, 2016",2016,0.11,ipanema coffees,Arabica,10.0,83.0,,10.0
7.67,7.58,7.5,7.42,7.58,0,3,10.0,Brazil,7.58,7.67,"August 16th, 2016",2016,0.11,ipanema coffees,Arabica,10.0,83.0,,10.0
7.42,7.42,7.67,7.5,7.83,0,6,10.0,Uganda,7.58,7.58,"July 18th, 2016",2015,0.12,ucfa,Arabica,10.0,83.0,,10.0
7.58,7.5,7.67,7.5,7.42,0,8,10.0,Uganda,7.67,7.67,"July 18th, 2016",2015,0.12,ucfa,Arabica,10.0,83.0,,10.0
7.67,7.33,7.67,7.58,7.5,0,4,10.0,Colombia,7.58,7.67,"February 11th, 2016",2016,0.11,carcafe ltda ci,Arabica,10.0,83.0,,10.0
7.58,7.58,7.75,7.67,7.42,0,0,10.0,Vietnam,8.0,7.67,"December 28th, 2015",2014,0.0,"sunvirtue co., ltd.",Arabica,10.0,83.0,,9.33
7.92,7.33,7.67,7.5,7.42,0,3,10.0,Guatemala,7.42,7.75,"July 8th, 2015",2015,0.11,juan luis alvarado romero,Arabica,10.0,83.0,,10.0
7.75,7.33,7.75,7.42,7.5,0,2,10.0,Guatemala,7.58,7.67,"June 5th, 2015",2015,0.11,juan luis alvarado romero,Arabica,10.0,83.0,,10.0
7.67,7.25,7.83,7.5,7.75,0,2,10.0,Guatemala,7.33,7.67,"April 23rd, 2015",2015,0.11,juan luis alvarado romero,Arabica,10.0,83.0,,10.0
7.5,7.67,7.67,7.5,7.42,0,0,10.0,Brazil,7.58,7.67,"February 13th, 2015",2014,0.0,irene alves santos,Arabica,10.0,83.0,,10.0
7.58,7.83,7.92,7.25,7.33,0,0,10.0,Taiwan,7.17,7.92,"November 23rd, 2014",2014,0.08,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,83.0,,10.0
7.5,7.5,7.83,7.5,7.58,0,0,10.0,Uganda,7.5,7.58,"June 26th, 2014",2013,0.12,star cafe ltd,Arabica,10.0,83.0,,10.0
7.83,7.67,7.67,7.83,7.75,0,0,10.0,United States (Puerto Rico),7.42,7.5,"June 9th, 2014",2013,0.0,german negron,Arabica,9.33,83.0,,10.0
7.83,7.42,7.67,7.5,7.5,1,0,10.0,Guatemala,7.42,7.67,"March 7th, 2014",2014,0.1,juan luis alvarado romero,Arabica,10.0,83.0,,10.0
7.58,7.5,7.67,7.5,7.5,0,3,10.0,Costa Rica,7.67,7.58,"February 14th, 2014",2013,0.11,eric thormaehlen,Arabica,10.0,83.0,,10.0
7.67,7.42,7.75,7.67,7.42,0,4,10.0,Brazil,7.5,7.58,"January 2nd, 2014",2013/2014,0.12,jacques pereira carneiro,Arabica,10.0,83.0,,10.0
7.5,7.33,7.75,7.17,7.58,1,1,10.0,Colombia,8.25,7.42,"November 7th, 2013",2013,0.11,racafe & cia s.c.a,Arabica,10.0,83.0,,10.0
7.33,7.58,7.83,7.67,7.5,0,0,10.0,Colombia,7.58,7.5,"August 2nd, 2013",2013,0.0,exportadora de cafe condor s.a,Arabica,10.0,83.0,,10.0
7.42,7.75,7.33,7.58,7.75,0,1,10.0,Colombia,7.5,7.67,"March 15th, 2013",2013,0.11,carcafe ltda ci,Arabica,10.0,83.0,,10.0
7.67,7.42,7.58,7.42,7.58,0,2,10.0,Colombia,7.58,7.75,"April 26th, 2013",2013,0.0,carcafe ltda ci,Arabica,10.0,83.0,,10.0
7.58,7.42,7.5,7.58,7.75,1,2,10.0,Colombia,7.67,7.5,"October 23rd, 2012",2012,0.11,racafe & cia s.c.a,Arabica,10.0,83.0,,10.0
7.5,7.42,7.67,7.58,7.67,0,20,10.0,Mexico,7.58,7.58,"July 26th, 2012",2012,0.11,rosa aurora falcon fernandez,Arabica,10.0,83.0,,10.0
7.58,7.5,7.67,7.67,7.58,0,7,10.0,Mexico,7.83,7.83,"July 26th, 2012",2012,0.11,santiago solis ayerdi,Arabica,10.0,83.0,,9.33
7.5,7.5,7.5,7.58,7.58,5,8,10.0,Mexico,7.67,7.67,"July 11th, 2012",2012,0.11,alfredo bojalil,Arabica,10.0,83.0,,10.0
7.5,7.5,7.67,7.5,7.75,1,4,10.0,Colombia,7.5,7.58,"May 22nd, 2012",2012,0.0,exportadora de cafe condor s.a,Arabica,10.0,83.0,,10.0
7.67,7.5,7.75,7.75,7.83,0,4,10.0,Colombia,7.58,7.58,"May 11th, 2012",2012,0.0,exportadora de cafe condor s.a,Arabica,10.0,83.0,,9.33
7.58,7.58,7.67,7.42,7.67,0,0,10.0,Colombia,7.5,7.58,"June 8th, 2012",2012,0.11,exportadora de cafe condor s.a,Arabica,10.0,83.0,,10.0
7.67,7.5,7.5,7.83,7.5,0,2,10.0,Guatemala,7.33,7.67,"April 27th, 2012",2012,0.1,juan luis alvarado romero,Arabica,10.0,83.0,,10.0
7.5,7.58,7.67,7.42,7.67,0,0,10.0,Colombia,7.5,7.67,"December 2nd, 2011",2011,0.12,racafe & cia s.c.a,Arabica,10.0,83.0,,10.0
7.5,7.58,7.33,7.67,7.75,0,0,10.0,Thailand,7.5,7.67,"August 16th, 2011",2011,0.28,doi tung development project,Arabica,10.0,83.0,,10.0
7.33,7.58,7.33,7.92,7.58,0,1,10.0,Colombia,7.58,7.67,"May 12th, 2011",Abril - Julio,0.08,racafe & cia s.c.a,Arabica,10.0,83.0,,10.0
7.83,7.67,7.83,7.83,7.92,0,0,9.33,United States (Hawaii),8.08,7.83,"April 21st, 2011",,0.0,kona pacific farmers cooperative,Arabica,9.33,83.0,,9.33
7.58,7.42,7.5,7.67,7.58,0,1,10.0,United States (Hawaii),7.67,7.58,"March 9th, 2011",,0.0,kona pacific farmers cooperative,Arabica,10.0,83.0,,10.0
7.67,7.67,7.5,7.58,7.58,0,2,10.0,Colombia,7.42,7.58,"February 1st, 2011",4t/2011,0.06,exportadora de cafe condor s.a,Arabica,10.0,83.0,,10.0
7.92,7.75,7.58,8.08,7.92,0,0,9.33,Nicaragua,7.92,7.83,"May 31st, 2010",2009-2010,0.07,grounds for health admin,Arabica,9.33,83.0,,9.33
7.75,7.42,7.5,7.5,8.17,0,0,10.0,Thailand,7.42,7.25,"April 13th, 2010",,0.0,doi tung development project,Arabica,10.0,83.0,,10.0
7.58,7.5,7.67,7.5,7.58,0,0,10.0,Brazil,7.5,7.58,"October 20th, 2017",2017 / 2018,0.0,ipanema coffees,Arabica,10.0,82.92,,10.0
7.58,7.75,7.5,7.83,7.92,0,1,10.0,El Salvador,7.5,7.5,"August 28th, 2017",2017,0.0,consejo salvadoreño del café,Arabica,9.33,82.92,,10.0
7.33,7.5,7.58,7.58,7.67,0,1,10.0,Colombia,7.58,7.67,"July 7th, 2017",2017,0.11,racafe & cia s.c.a,Arabica,10.0,82.92,,10.0
7.67,7.25,7.17,7.58,7.67,31,0,10.0,Taiwan,7.75,7.83,"June 28th, 2016",2016,0.09,"lin, che-hao krude 林哲豪",Arabica,10.0,82.92,,10.0
7.5,7.5,7.58,7.58,7.58,1,20,10.0,Ethiopia,7.58,7.58,"February 26th, 2016",2016,0.0,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,82.92,,10.0
7.33,7.67,7.5,7.75,7.5,0,9,10.0,Taiwan,7.58,7.58,"September 7th, 2015",2014,0.0,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,82.92,,10.0
7.58,7.67,7.58,7.5,7.5,0,1,10.0,Philippines,7.5,7.58,"July 31st, 2015",2015,0.11,renee a. perrine,Arabica,10.0,82.92,,10.0
7.42,7.67,8.08,7.5,7.33,0,0,10.0,Philippines,7.42,7.5,"July 21st, 2015",2014,0.0,zarah zamora perez,Arabica,10.0,82.92,,10.0
7.58,7.25,7.83,7.5,7.5,0,3,10.0,Mexico,7.58,7.67,"July 14th, 2015",2015,0.13,productos y servicios chilindron s.a. de c.v.,Arabica,10.0,82.92,,10.0
7.42,7.42,7.75,7.5,7.75,2,8,10.0,Mexico,7.42,7.67,"June 11th, 2015",2015,0.12,andrew bowman,Arabica,10.0,82.92,,10.0
7.83,7.5,7.08,7.67,7.75,0,16,10.0,Brazil,7.58,7.5,"August 15th, 2014",2014/2015,0.11,expocaccer coop dos cafeic do cerrado ltda,Arabica,10.0,82.92,,10.0
7.58,7.5,8.0,7.42,7.33,0,0,10.0,Uganda,7.58,7.5,"June 27th, 2014",2013,0.12,kawacom uganda ltd,Arabica,10.0,82.92,,10.0
7.5,7.58,7.75,7.5,7.5,0,4,10.0,Uganda,7.5,7.58,"June 27th, 2014",2013,0.12,nyapea coffee farmers association,Arabica,10.0,82.92,,10.0
7.58,7.42,7.75,7.5,7.67,0,1,10.0,Guatemala,7.5,7.5,"April 3rd, 2014",2014,0.1,juan luis alvarado romero,Arabica,10.0,82.92,,10.0
7.5,7.42,7.67,7.5,7.33,0,2,10.0,Guatemala,7.67,7.83,"March 7th, 2014",2014,0.1,juan luis alvarado romero,Arabica,10.0,82.92,,10.0
7.58,7.25,7.58,7.58,7.58,0,4,10.0,Guatemala,7.75,7.58,"December 27th, 2013",2012,0.1,rob tuttle,Arabica,10.0,82.92,,10.0
7.33,7.75,7.58,7.58,7.58,0,2,10.0,Colombia,7.58,7.5,"September 13th, 2013",2013,0.11,racafe & cia s.c.a,Arabica,10.0,82.92,,10.0
7.5,7.25,7.75,7.5,7.75,0,0,10.0,Colombia,7.67,7.5,"March 20th, 2013",2013,0.0,exportadora de cafe condor s.a,Arabica,10.0,82.92,,10.0
7.92,7.25,7.83,7.17,7.5,0,2,10.0,Guatemala,7.5,7.75,"March 11th, 2013",2013,0.11,juan luis alvarado romero,Arabica,10.0,82.92,,10.0
7.42,7.42,7.83,7.58,7.5,3,5,10.0,Colombia,7.5,7.67,"January 22nd, 2013",2013,0.11,olam agro colombia,Arabica,10.0,82.92,,10.0
7.25,7.33,7.58,7.75,7.58,0,4,10.0,Mexico,7.83,7.58,"July 26th, 2012",2012,0.1,maria guadalupe gomez anzo,Arabica,10.0,82.92,,10.0
7.58,7.17,7.67,7.42,8.08,0,17,10.0,Vietnam,7.67,7.33,"July 20th, 2012",2012,0.0,royal base corporation,Arabica,10.0,82.92,,10.0
7.17,7.67,8.0,7.42,7.67,1,4,10.0,Mexico,7.75,7.92,"March 5th, 2012",2012,0.14,veronica lopez castillejos,Arabica,10.0,82.92,,9.33
7.42,7.5,7.5,7.83,7.67,0,0,10.0,United States (Hawaii),7.5,7.5,"February 23rd, 2012",2012,0.1,kona pacific farmers cooperative,Arabica,10.0,82.92,,10.0
7.75,7.33,7.5,7.83,7.08,0,0,10.0,Colombia,7.67,7.75,"July 19th, 2011",Abril - Julio /2011,0.15,racafe & cia s.c.a,Arabica,10.0,82.92,,10.0
7.17,7.5,7.42,8.0,7.5,0,0,10.0,Thailand,7.75,7.58,"April 13th, 2010",,0.0,doi tung development project,Arabica,10.0,82.92,,10.0
7.58,7.42,7.75,7.5,7.5,0,3,10.0,Kenya,7.5,7.58,"October 13th, 2017",2017,0.1,jungle estate,Arabica,10.0,82.83,,10.0
7.67,7.33,7.5,7.58,7.58,1,2,10.0,Guatemala,7.58,7.58,"June 22nd, 2017",2017,0.11,juan luis alvarado romero,Arabica,10.0,82.83,,10.0
7.5,7.58,7.67,7.42,7.5,0,2,10.0,Brazil,7.58,7.58,"February 6th, 2017",2015,0.11,ipanema coffees,Arabica,10.0,82.83,,10.0
7.83,7.67,7.33,7.67,7.33,0,4,10.0,El Salvador,7.33,7.67,"April 8th, 2016",2016,0.0,consejo salvadoreño del café,Arabica,10.0,82.83,,10.0
7.83,7.75,7.83,7.75,7.75,0,0,9.33,Rwanda,8.0,7.92,"March 25th, 2016",2015,0.11,samuel muhirwa,Arabica,9.33,82.83,,9.33
7.42,7.5,7.25,7.42,7.75,11,0,10.0,Vietnam,7.92,7.58,"January 19th, 2016",2014,0.11,"sunvirtue co., ltd.",Arabica,10.0,82.83,,10.0
7.67,7.33,7.58,7.5,7.67,0,2,10.0,Guatemala,7.5,7.58,"July 20th, 2015",2015,0.11,juan luis alvarado romero,Arabica,10.0,82.83,,10.0
7.67,7.33,7.58,7.33,7.42,2,6,10.0,Brazil,7.67,7.83,"May 26th, 2015",2015,0.12,cafebras,Arabica,10.0,82.83,,10.0
7.58,7.5,7.83,7.67,7.5,0,1,10.0,Colombia,7.08,7.67,"March 21st, 2015",2014,0.0,essencecoffee,Arabica,10.0,82.83,,10.0
7.5,7.25,7.42,7.75,7.75,0,9,10.0,United States,7.58,7.58,"February 20th, 2015",2014,0.0,joshua marsceau,Arabica,10.0,82.83,,10.0
7.67,7.75,7.67,7.17,7.42,0,4,10.0,Guatemala,7.5,7.67,"March 24th, 2014",2014,0.1,juan luis alvarado romero,Arabica,10.0,82.83,,10.0
7.5,7.58,7.5,7.58,7.58,4,4,10.0,Colombia,7.67,7.42,"January 20th, 2014",2013,0.0,"coffeebythebag.com , inc",Arabica,10.0,82.83,,10.0
7.42,7.5,7.83,7.5,7.5,0,3,10.0,Colombia,7.58,7.5,"May 10th, 2013",2013,0.11,racafe & cia s.c.a,Arabica,10.0,82.83,,10.0
7.25,7.33,7.67,7.75,7.58,0,5,10.0,"Tanzania, United Republic Of",7.75,7.5,"April 19th, 2013",2012,0.11,edwin agasso,Arabica,10.0,82.83,,10.0
7.58,7.5,7.58,7.5,7.5,2,10,10.0,Mexico,7.5,7.67,"August 30th, 2012",2012,0.12,armando luis pohlenz martinez,Arabica,10.0,82.83,,10.0
7.75,7.42,7.67,7.42,7.42,0,7,10.0,Mexico,7.58,7.58,"July 11th, 2012",2012,0.12,alfredo bojalil,Arabica,10.0,82.83,,10.0
7.5,7.33,7.67,7.92,7.33,0,10,10.0,Guatemala,7.42,7.67,"July 9th, 2012",2012,0.11,juan luis alvarado romero,Arabica,10.0,82.83,,10.0
7.42,7.5,7.58,7.58,7.67,0,2,10.0,Mexico,7.5,7.58,"June 6th, 2012",2012,0.11,alfredo bojalil,Arabica,10.0,82.83,,10.0
7.75,7.75,7.75,7.5,7.25,1,3,10.0,El Salvador,7.25,7.58,"August 23rd, 2011",2010-2011,0.0,the coffee source inc.,Arabica,10.0,82.83,,10.0
7.67,7.42,7.5,7.5,7.58,0,3,10.0,Guatemala,7.5,7.58,"January 9th, 2018",,0.1,juan luis alvarado romero,Arabica,10.0,82.75,,10.0
7.58,7.5,7.58,7.42,7.5,0,8,10.0,Guatemala,7.5,7.67,"October 17th, 2017",2017,0.11,juan luis alvarado romero,Arabica,10.0,82.75,,10.0
7.67,7.17,7.5,7.58,7.67,0,4,10.0,Guatemala,7.5,7.67,"September 19th, 2017",2017,0.11,juan luis alvarado romero,Arabica,10.0,82.75,,10.0
7.58,7.42,7.5,7.5,7.67,0,1,10.0,Guatemala,7.58,7.5,"September 8th, 2017",2017,0.1,juan luis alvarado romero,Arabica,10.0,82.75,,10.0
7.67,7.42,7.42,7.5,7.5,0,1,10.0,Guatemala,7.67,7.58,"August 22nd, 2017",2017,0.1,juan luis alvarado romero,Arabica,10.0,82.75,,10.0
7.58,7.42,7.5,7.5,7.58,0,15,10.0,Indonesia,7.58,7.58,"August 8th, 2017",2017,0.12,sanjava coffee,Arabica,10.0,82.75,,10.0
7.58,7.33,7.58,7.67,7.33,0,0,10.0,Guatemala,7.67,7.58,"June 1st, 2017",2017,0.12,juan luis alvarado romero,Arabica,10.0,82.75,,10.0
7.67,7.33,7.83,7.67,7.58,0,0,10.0,Taiwan,7.67,7.67,"June 1st, 2017",2016,0.0,"lin, che-hao krude 林哲豪",Arabica,10.0,82.75,,9.33
7.33,7.17,7.67,7.67,7.58,0,4,10.0,El Salvador,7.67,7.67,"May 8th, 2017",2017,0.0,consejo salvadoreño del café,Arabica,10.0,82.75,,10.0
7.67,7.42,7.58,7.5,7.42,0,1,10.0,Costa Rica,7.67,7.5,"April 28th, 2017",2016,0.09,"ceca, s.a.",Arabica,10.0,82.75,,10.0
7.58,7.42,7.58,7.5,7.5,0,6,10.0,Honduras,7.67,7.5,"April 6th, 2017",2017,0.09,bismarck castro,Arabica,10.0,82.75,,10.0
7.5,7.58,7.5,7.58,7.58,0,1,10.0,Brazil,7.5,7.5,"April 25th, 2016",2015,0.11,ipanema coffees,Arabica,10.0,82.75,,10.0
7.33,7.33,7.67,7.67,7.67,0,0,10.0,China,7.58,7.5,"April 6th, 2016",2015,0.1,yunnan coffee exchange,Arabica,10.0,82.75,,10.0
7.67,7.42,7.5,7.5,7.5,0,2,10.0,China,7.5,7.67,"April 5th, 2016",2015,0.11,yunnan coffee exchange,Arabica,10.0,82.75,,10.0
7.75,7.58,7.5,7.5,7.33,0,2,10.0,Colombia,7.5,7.58,"November 7th, 2014",2014,0.0,racafe & cia s.c.a,Arabica,10.0,82.75,,10.0
7.5,7.42,7.75,7.5,7.33,0,0,10.0,Malawi,7.67,7.58,"November 4th, 2014",2014,0.12,afca,Arabica,10.0,82.75,,10.0
7.75,7.25,7.75,7.67,7.5,0,2,10.0,Guatemala,7.42,7.42,"June 16th, 2014",2014,0.13,juan luis alvarado romero,Arabica,10.0,82.75,,10.0
7.58,7.42,7.67,7.67,7.33,0,0,10.0,Colombia,7.67,7.42,"May 27th, 2014",2014,0.12,coffee export,Arabica,10.0,82.75,,10.0
7.83,7.42,7.67,7.5,7.33,6,0,10.0,United States (Hawaii),7.42,7.58,"February 5th, 2014",2013,0.1,eileen koyanagi,Arabica,10.0,82.75,,10.0
7.75,7.75,7.58,8.0,7.42,0,0,9.33,United States (Hawaii),7.75,7.83,"February 4th, 2014",2013,0.1,eileen koyanagi,Arabica,10.0,82.75,,9.33
7.33,7.17,7.58,8.58,7.25,0,2,10.0,Colombia,7.5,7.33,"January 21st, 2014",2013,0.1,the coffee source inc.,Arabica,10.0,82.75,,10.0
7.5,7.5,7.58,7.5,7.5,0,6,10.0,Mexico,7.58,7.58,"March 29th, 2013",2013,0.12,nestor mendez gomez,Arabica,10.0,82.75,,10.0
7.75,7.33,7.58,7.58,7.25,0,0,10.0,Mexico,7.67,7.58,"July 11th, 2012",2012,0.12,sergio de la vequia bernardi,Arabica,10.0,82.75,,10.0
8.0,8.0,8.08,7.92,7.83,1,4,10.0,Mexico,8.08,8.17,"June 6th, 2012",2012,0.12,romulo bello flores,Arabica,10.0,82.75,,6.67
7.67,7.42,7.5,7.58,7.5,0,0,10.0,Colombia,7.5,7.58,"April 11th, 2012",2012,0.0,,Arabica,10.0,82.75,,10.0
7.58,7.58,7.67,7.42,7.5,0,3,10.0,Colombia,7.42,7.58,"March 5th, 2012",2012,0.11,racafe & cia s.c.a,Arabica,10.0,82.75,,10.0
7.83,7.5,7.25,7.67,7.67,0,0,10.0,United States (Hawaii),7.75,7.75,"February 23rd, 2012",2012,0.12,kona pacific farmers cooperative,Arabica,10.0,82.75,,9.33
7.58,7.5,7.42,7.75,7.5,0,4,10.0,Panama,7.58,7.42,"February 23rd, 2012",2012,0.0,rachel peterson,Arabica,10.0,82.75,,10.0
7.83,7.5,7.75,7.42,7.17,0,2,10.0,United States (Hawaii),7.42,7.67,"June 29th, 2010",,0.0,kona pacific farmers cooperative,Arabica,10.0,82.75,,10.0
7.75,7.25,7.5,7.5,7.58,0,4,10.0,Brazil,7.5,7.58,"October 20th, 2017",2017 / 2018,0.0,ipanema coffees,Arabica,10.0,82.67,,10.0
7.67,7.5,7.5,7.42,7.5,0,3,10.0,Brazil,7.5,7.58,"August 16th, 2016",2016,0.11,ipanema coffees,Arabica,10.0,82.67,,10.0
7.42,7.42,7.67,7.5,7.42,0,0,10.0,Laos,7.58,7.67,"June 2nd, 2016",2015,0.13,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,82.67,,10.0
7.67,7.67,7.67,7.67,7.5,0,7,10.0,El Salvador,7.5,7.67,"March 29th, 2016",2016,0.0,consejo salvadoreño del café,Arabica,9.33,82.67,,10.0
7.75,7.42,7.5,7.17,7.42,0,3,10.0,Mexico,7.75,7.67,"February 25th, 2016",2016,0.11,josé luis rojas yeo,Arabica,10.0,82.67,,10.0
7.58,7.33,7.75,7.75,7.33,1,9,10.0,Colombia,7.42,7.5,"November 3rd, 2015",2015,0.0,federacion nacional de cafeteros,Arabica,10.0,82.67,,10.0
7.67,7.42,7.58,7.5,7.5,0,0,10.0,Brazil,7.5,7.5,"October 8th, 2015",2015/2016,0.0,ipanema coffees,Arabica,10.0,82.67,,10.0
7.58,7.58,7.33,7.5,7.67,0,9,10.0,Brazil,7.5,7.5,"January 15th, 2015",2014,0.12,bourbon specialty coffees,Arabica,10.0,82.67,,10.0
7.5,7.5,7.5,7.58,7.5,0,0,10.0,"Tanzania, United Republic Of",7.58,7.5,"December 18th, 2014",2014,0.12,nitin coffee estate,Arabica,10.0,82.67,,10.0
7.58,7.5,7.58,7.58,7.33,0,4,10.0,"Tanzania, United Republic Of",7.58,7.5,"December 15th, 2014",2014,0.12,taylor winch (t) ltd,Arabica,10.0,82.67,,10.0
7.42,7.83,8.0,7.25,7.25,0,0,10.0,Taiwan,7.08,7.83,"November 23rd, 2014",2014,0.08,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,82.67,,10.0
7.5,7.42,7.67,7.5,7.42,0,0,10.0,Mexico,7.58,7.58,"August 15th, 2014",2014,0.11,productos y servicios chilindron s.a. de c.v.,Arabica,10.0,82.67,,10.0
7.67,7.33,7.67,7.5,7.5,0,0,10.0,Uganda,7.5,7.5,"June 25th, 2014",2013,0.12,kawacom uganda ltd,Arabica,10.0,82.67,,10.0
7.5,7.5,7.67,7.5,7.5,0,0,10.0,Taiwan,7.5,7.5,"December 26th, 2013",2013/2014,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,82.67,,10.0
7.67,7.5,7.42,7.5,7.58,0,0,10.0,Thailand,7.5,7.5,"September 3rd, 2013",2013,0.11,松澤宏樹 koju matsuzawa,Arabica,10.0,82.67,,10.0
7.25,7.67,7.75,7.42,7.58,0,3,10.0,Colombia,7.42,7.58,"January 22nd, 2013",2012,0.11,exportadora de cafe condor s.a,Arabica,10.0,82.67,,10.0
6.75,7.5,7.92,7.58,7.92,0,17,10.0,El Salvador,7.67,8.0,"August 17th, 2012",2012,0.0,adam kline,Arabica,9.33,82.67,,10.0
7.67,7.17,7.67,7.5,7.5,0,0,10.0,Guatemala,7.5,7.67,"July 17th, 2012",2012,0.11,juan luis alvarado romero,Arabica,10.0,82.67,,10.0
7.33,7.83,7.83,7.83,7.58,0,0,10.0,Thailand,7.58,7.33,"June 13th, 2012",2012,0.12,doi tung development project,Arabica,9.33,82.67,,10.0
7.58,7.42,7.58,7.5,7.42,0,2,10.0,Mexico,7.58,7.58,"June 6th, 2012",2012,0.11,montegrande,Arabica,10.0,82.67,,10.0
7.58,7.58,7.5,7.42,7.42,0,0,10.0,Mexico,7.58,7.58,"June 6th, 2012",2012,0.12,grupo cafetalero los brujos spr de rl,Arabica,10.0,82.67,,10.0
